,Builder Name,City,Locality,Property Type,Price in Crores,Area in Sqft,Construction Status,Age of property
2544,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,2.5,3435,Under Construction,Possession by Nov 2024
2545,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,2.25,3094,Under Construction,Possession by Nov 2024
2546,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,1.86,2560,Under Construction,Possession by Nov 2024
2547,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,1.48,2040,Under Construction,Possession by Nov 2024
2548,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,2.14,2939,Under Construction,Possession by Nov 2024
2549,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,1.47,2020,Under Construction,Possession by Nov 2024
2550,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,2 BHK Apartment ,0.9818000000000001,1345,Under Construction,Possession by Nov 2024
2551,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,2.0,2740,Under Construction,Possession by Nov 2024
2552,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,1.63,2240,Under Construction,Possession by Nov 2024
2553,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,1.59,2179,Under Construction,Possession by Nov 2024
2554,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,2.11,2900,Under Construction,Possession by Nov 2024
2555,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,1.34,1837,Under Construction,Possession by Nov 2024
2556,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,1.44,1980,Under Construction,Possession by Nov 2024
2557,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,2.13,2920,Under Construction,Possession by Nov 2024
2558,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,1.74,2392,Under Construction,Possession by Nov 2024
2559,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,1.74,2388,Under Construction,Possession by Nov 2024
2560,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,1.47,2020,Under Construction,Possession by Nov 2024
2561,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,2 BHK Apartment ,0.9818000000000001,1345,Under Construction,Possession by Nov 2024
2562,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,2.0,2740,Under Construction,Possession by Nov 2024
2563,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,1.63,2240,Under Construction,Possession by Nov 2024
2564,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,1.59,2179,Under Construction,Possession by Nov 2024
2565,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,2.11,2900,Under Construction,Possession by Nov 2024
2566,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,1.34,1837,Under Construction,Possession by Nov 2024
2567,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,1.44,1980,Under Construction,Possession by Nov 2024
2568,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,2.13,2920,Under Construction,Possession by Nov 2024
2569,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,1.74,2392,Under Construction,Possession by Nov 2024
2570,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,1.74,2388,Under Construction,Possession by Nov 2024
2571,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,2.64,3624,Under Construction,Possession by Nov 2024
2572,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,2.45,3360,Under Construction,Possession by Nov 2024
2573,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,1.87,2570,Under Construction,Possession by Nov 2024
2574,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,1.71,2345,Under Construction,Possession by Nov 2024
2575,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,1.53,2100,Under Construction,Possession by Nov 2024
2576,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,1.32,1810,Under Construction,Possession by Nov 2024
2577,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,1.92,2640,Under Construction,Possession by Nov 2024
2578,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,1.99,2733,Under Construction,Possession by Nov 2024
2579,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,1.3,1784,Under Construction,Possession by Nov 2024
2580,Krishna KumarAGENT0,Hyderabad,Hyder Nagar,3 BHK Apartment ,2.59,3554,Under Construction,Possession by Nov 2024
2581,Krishna KumarAGENT0,Hyderabad,Turkapally,4 BHK Villa ,3.12,3470,Under Construction,4 Bathrooms
2582,Krishna KumarAGENT0,Hyderabad,Gopanpally,3 BHK Apartment ,1.43,1965,Under Construction,Possession by Mar 2024
2583,Krishna KumarAGENT0,Hyderabad,Gopanpally,3 BHK Apartment ,1.17,1610,Under Construction,Possession by Mar 2024
2584,Krishna KumarAGENT0,Hyderabad,Gopanpally,2 BHK Apartment ,0.9598,1315,Under Construction,Possession by Mar 2024
2585,Krishna KumarAGENT0,Hyderabad,Gopanpally,3 BHK Apartment ,1.3,1785,Under Construction,Possession by Mar 2024
2586,Krishna KumarAGENT0,Hyderabad,Pragathi Nagar Kukatpally,3 BHK Apartment ,0.8503000000000001,1505,Under Construction,Possession by Dec 2025
2587,Krishna KumarAGENT0,Hyderabad,Pragathi Nagar Kukatpally,2 BHK Apartment ,0.7401000000000001,1310,Under Construction,Possession by Dec 2025
2588,Krishna KumarAGENT0,Hyderabad,Pragathi Nagar Kukatpally,3 BHK Apartment ,1.0,1775,Under Construction,Possession by Dec 2025
2589,Krishna KumarAGENT0,Hyderabad,Pragathi Nagar Kukatpally,3 BHK Apartment ,0.9915,1755,Under Construction,Possession by Dec 2025
2590,Krishna KumarAGENT0,Hyderabad,Pragathi Nagar Kukatpally,3 BHK Apartment ,0.9944,1760,Under Construction,Possession by Dec 2025
2591,Krishna KumarAGENT0,Hyderabad,Pragathi Nagar Kukatpally,3 BHK Apartment ,1.14,2030,Under Construction,Possession by Dec 2025
2592,Krishna KumarAGENT0,Hyderabad,Pragathi Nagar Kukatpally,3 BHK Apartment ,0.8672,1535,Under Construction,Possession by Dec 2025
2593,Krishna KumarAGENT0,Hyderabad,Pragathi Nagar Kukatpally,2 BHK Apartment ,0.7203,1275,Under Construction,Possession by Dec 2025
2594,Krishna KumarAGENT0,Hyderabad,Pragathi Nagar Kukatpally,3 BHK Apartment ,1.09,1945,Under Construction,Possession by Dec 2025
2595,Krishna KumarAGENT0,Hyderabad,Pragathi Nagar Kukatpally,3 BHK Apartment ,1.08,1915,Under Construction,Possession by Dec 2025
2596,Krishna KumarAGENT0,Hyderabad,Pragathi Nagar Kukatpally,2 BHK Apartment ,0.7486,1325,Under Construction,Possession by Dec 2025
2597,Krishna KumarAGENT0,Hyderabad,Pragathi Nagar Kukatpally,3 BHK Apartment ,1.16,2070,Under Construction,Possession by Dec 2025
2598,Krishna KumarAGENT0,Hyderabad,Pragathi Nagar Kukatpally,2 BHK Apartment ,0.7542,1335,Under Construction,Possession by Dec 2025
2599,Krishna KumarAGENT0,Hyderabad,Pragathi Nagar Kukatpally,3 BHK Apartment ,1.12,1990,Under Construction,Possession by Dec 2025
2600,Krishna KumarAGENT0,Hyderabad,Mokila,4 BHK Villa ,2.28,3620,Under Construction,Possession by Feb 2024
2601,Krishna KumarAGENT0,Hyderabad,Mokila,4 BHK Villa ,2.52,4005,Under Construction,Possession by Feb 2024
2602,Remax New Vision RealtyAGENT0,Hyderabad,Maheshwaram,"3 BHK VillaMaheshwaram, Hyderabad",1.7,3060,Under Construction,3 Bathrooms
2603,NarasimhaAGENT0,Hyderabad,Miyapur,"2 BHK ApartmentMiyapur, Hyderabad",0.5329,1045,Ready to move,2 Bathrooms
2604,NarasimhaAGENT0,Hyderabad,Miyapur,3 BHK Apartment ,0.915,1500,Ready to move,0 - 1 year old
2605,NarasimhaAGENT0,Hyderabad,Kompally,2 BHK Apartment ,0.7,1050,Ready to move,5 - 6 years old
2606,NarasimhaAGENT0,Hyderabad,Miyapur,3 BHK Apartment ,0.915,1500,Ready to move,0 - 1 year old
2607,NarasimhaAGENT0,Hyderabad,Miyapur,"2 BHK ApartmentMiyapur, Hyderabad",0.6656,1280,Under Construction,2 Bathrooms
2608,NarasimhaAGENT0,Hyderabad,Aminpur,2 BHK ApartmentAm,0.5720000000000001,1100,Under Construction,2 Bathrooms
2609,NarasimhaAGENT0,Hyderabad,Miyapur,2 BHK Apartment ,0.6196,1215,Under Construction,Possession by Jun 2025
2610,NarasimhaAGENT0,Hyderabad,Miyapur,"2 BHK ApartmentMiyapur, Hyderabad",0.624,1200,Under Construction,2 Bathrooms
2611,NarasimhaAGENT0,Hyderabad,Miyapur,"3 BHK ApartmentMiyapur, Hyderabad",0.765,1500,Ready to move,3 Bathrooms
2612,NarasimhaAGENT0,Hyderabad,Aminpur,2 BHK ApartmentAm,0.624,1200,Under Construction,2 Bathrooms
2613,NarasimhaAGENT0,Hyderabad,Miyapur,"2 BHK ApartmentMiyapur, Hyderabad",0.5814,1140,Ready to move,2 Bathrooms
2614,NarasimhaAGENT0,Hyderabad,Medchal,3 BHK Apartment ,0.7356999999999999,1635,Under Construction,Possession by Dec 2023
2615,NarasimhaAGENT0,Hyderabad,Miyapur,"2 BHK ApartmentMiyapur, Hyderabad",0.5720000000000001,1100,Under Construction,2 Bathrooms
2616,NarasimhaAGENT0,Hyderabad,Medchal,2 BHK Apartment ,0.5805,1290,Under Construction,Possession by Dec 2023
2617,NarasimhaAGENT0,Hyderabad,Ameenpur,2 BHK Apartment ,0.55,1100,Ready to move,2 Bathrooms
2618,NarasimhaAGENT0,Hyderabad,Miyapur,3 BHK Apartment ,0.8415,1650,Under Construction,Possession by Jun 2025
2619,NarasimhaAGENT0,Hyderabad,Aminpur,2 BHK ApartmentAm,0.51,1000,Under Construction,2 Bathrooms
2620,NarasimhaAGENT0,Hyderabad,Aminpur,2 BHK ApartmentAm,0.56,1120,Ready to move,2 Bathrooms
2621,NarasimhaAGENT0,Hyderabad,Miyapur,"2 BHK ApartmentMiyapur, Hyderabad",0.612,1200,Ready to move,2 Bathrooms
2622,NarasimhaAGENT0,Hyderabad,Miyapur,"3 BHK ApartmentMiyapur, Hyderabad",0.7522,1475,Ready to move,3 Bathrooms
2623,NarasimhaAGENT0,Hyderabad,Miyapur,2 BHK Apartment ,0.6196,1215,Ready to move,2 Bathrooms
2624,NarasimhaAGENT0,Hyderabad,Miyapur,"2 BHK ApartmentMiyapur, Hyderabad",0.624,1200,Ready to move,2 Bathrooms
2625,NarasimhaAGENT0,Hyderabad,Miyapur,"3 BHK ApartmentMiyapur, Hyderabad",0.72,1440,Ready to move,3 Bathrooms
2626,NarasimhaAGENT0,Hyderabad,Miyapur,"2 BHK ApartmentMiyapur, Hyderabad",0.624,1200,Ready to move,2 Bathrooms
2627,NarasimhaAGENT0,Hyderabad,Miyapur,"3 BHK ApartmentMiyapur, Hyderabad",0.899,1550,Ready to move,3 Bathrooms
2628,NarasimhaAGENT0,Hyderabad,Aminpur,3 BHK ApartmentAm,0.765,1500,Ready to move,3 Bathrooms
2629,NarasimhaAGENT0,Hyderabad,Kukatpally,"3 BHK ApartmentKukatpally, Hyderabad",0.899,1550,Ready to move,3 Bathrooms
2630,NarasimhaAGENT0,Hyderabad,Ameenpur,2 BHK Apartment ,0.55,1100,Ready to move,2 Bathrooms
2631,NarasimhaAGENT0,Hyderabad,Miyapur,2 BHK Apartment ,0.6196,1215,Ready to move,2 Bathrooms
2632,NarasimhaAGENT0,Hyderabad,Aminpur,2 BHK ApartmentAm,0.5329,1045,Ready to move,2 Bathrooms
2633,NarasimhaAGENT0,Hyderabad,Miyapur,"2 BHK ApartmentMiyapur, Hyderabad",0.6,1200,Ready to move,2 Bathrooms
2634,NarasimhaAGENT0,Hyderabad,Miyapur,"3 BHK ApartmentMiyapur, Hyderabad",0.765,1500,Ready to move,3 Bathrooms
2635,Nandi consultantsAGENT0,Hyderabad,AS Rao Nagar,"3 BHK Independent HouseAS Rao Nagar, Hyderabad",1.0,1500,Ready to move,7 years old
2636,Om Sri Sai Ram RentalsAGENT0,Hyderabad,Habsiguda,"3 BHK ApartmentHabsiguda, Hyderabad",0.92,1350,Ready to move,3 Bathrooms
2637,Krishna KumarAGENT0,Hyderabad,Velmala,4 BHK Villa ,2.08,3200,Under Construction,Possession by Dec 2024
2638,Krishna KumarAGENT0,Hyderabad,Velmala,4 BHK Villa ,2.53,3900,Under Construction,Possession by Dec 2024
2639,Krishna KumarAGENT0,Hyderabad,Velmala,4 BHK Villa ,2.34,3600,Under Construction,Possession by Dec 2024
2640,Krishna KumarAGENT0,Hyderabad,Narsingi,3 BHK Apartment ,1.01,1630,Ready to move,0 - 1 year old
2641,Krishna KumarAGENT0,Hyderabad,Bowrampet,2 BHK Apartment ,0.5478999999999999,1096,Under Construction,Possession by Jan 2028
2642,Krishna KumarAGENT0,Hyderabad,Bowrampet,2 BHK Apartment ,0.6154,1231,Under Construction,Possession by Jan 2028
2643,Krishna KumarAGENT0,Hyderabad,Bowrampet,3 BHK Apartment ,1.0,2009,Under Construction,Possession by Jan 2028
2644,Krishna KumarAGENT0,Hyderabad,Bowrampet,2 BHK Apartment ,0.647,1294,Under Construction,Possession by Jan 2028
2645,Krishna KumarAGENT0,Hyderabad,Bowrampet,3 BHK Apartment ,0.7548999999999999,1510,Under Construction,Possession by Jan 2028
2646,Krishna KumarAGENT0,Hyderabad,Bowrampet,2 BHK Apartment ,0.8025,1605,Under Construction,Possession by Jan 2028
2647,Krishna KumarAGENT0,Hyderabad,Patighanpur,4 BHK Villa ,2.08,3200,Under Construction,Possession by Jun 2025
2648,Krishna KumarAGENT0,Hyderabad,Patighanpur,4 BHK Villa ,2.53,3900,Under Construction,Possession by Jun 2025
2649,Krishna KumarAGENT0,Hyderabad,Patighanpur,4 BHK Villa ,2.34,3600,Under Construction,Possession by Jun 2025
2650,Krishna KumarAGENT0,Hyderabad,Sangareddy,2 BHK Apartment ,0.8318000000000001,1733,Under Construction,Possession by Nov 2026
2651,Krishna KumarAGENT0,Hyderabad,Sangareddy,2 BHK Apartment ,0.4804,1001,Under Construction,Possession by Nov 2026
2652,Krishna KumarAGENT0,Hyderabad,Sangareddy,3 BHK Apartment ,0.6561,1367,Under Construction,Possession by Nov 2026
2653,Krishna KumarAGENT0,Hyderabad,Sangareddy,3 BHK Apartment ,0.9558,1991,Under Construction,Possession by Nov 2026
2654,Krishna KumarAGENT0,Hyderabad,Velmala,4 BHK Villa ,2.08,3200,Under Construction,Possession by Dec 2024
2655,Krishna KumarAGENT0,Hyderabad,Velmala,4 BHK Villa ,2.53,3900,Under Construction,Possession by Dec 2024
2656,Krishna KumarAGENT0,Hyderabad,Velmala,4 BHK Villa ,2.34,3600,Under Construction,Possession by Dec 2024
2657,ChandramohanAGENT0,Hyderabad,Manikonda,"4 BHK VillaManikonda, Hyderabad",2.0,1800,Under Construction,4 Bathrooms
2658,ChandramohanAGENT0,Hyderabad,Manikonda,"3 BHK ApartmentManikonda, Hyderabad",1.01,1750,Under Construction,3 Bathrooms
2659,Remax New Vision RealtyAGENT0,Hyderabad,Kondapur,1 RK Studio Apartment ,0.3,365,Under Construction,1 Bathrooms
2660,Om Sri Sai Ram RentalsAGENT0,Hyderabad,HMT Colony,"Residential PlotHMT Colony, Hyderabad",1.19,11997,New,4 - 5 years old
2661,Naveen AssociatesAGENT0,Hyderabad,Aroor,Residential Plot ,0.175,500,New,4 open sides
2662,BASUNDHARA REALTORSAGENT0,Hyderabad,West Marredpally,2 BHK Apartment ,0.455,910,Under Construction,2 Bathrooms
2663,Dial To PropertyAGENT0,Hyderabad,Ibrahimpatnam,"Residential PlotIbrahimpatnam, Hyderabad",0.2425,1305,New,1 open sides
2664,Dial To PropertyAGENT0,Hyderabad,Ibrahimpatnam,"Residential PlotIbrahimpatnam, Hyderabad",0.2425,1323,New,1 open sides
2665,Dial To PropertyAGENT0,Hyderabad,Adibatla,"Residential PlotAdibatla, Hyderabad",0.3019,1629,New,1 open sides
2666,Dial To PropertyAGENT0,Hyderabad,Adibatla,"Residential PlotAdibatla, Hyderabad",0.3019,1656,New,1 open sides
2667,Dial To PropertyAGENT0,Hyderabad,Vanasthalipuram,"Residential PlotVanasthalipuram, Hyderabad",2.0,2259,New,1 open sides
2668,Dial To PropertyAGENT0,Hyderabad,Adibatla,"Residential PlotAdibatla, Hyderabad",0.3333,1818,New,1 open sides
2669,Dial To PropertyAGENT0,Hyderabad,Adibatla,"Residential PlotAdibatla, Hyderabad",0.3333,1818,New,1 open sides
2670,Dial To PropertyAGENT0,Hyderabad,Kadthal,"Residential PlotKadthal, Hyderabad",0.5033,2745,New,1 open sides
2671,Dial To PropertyAGENT0,Hyderabad,Ibrahimpatnam,"Residential PlotIbrahimpatnam, Hyderabad",0.2425,1305,New,1 open sides
2672,Dial To PropertyAGENT0,Hyderabad,Adibatla,"Residential PlotAdibatla, Hyderabad",0.3019,1638,New,1 open sides
2673,Dial To PropertyAGENT0,Hyderabad,Adibatla,"Residential PlotAdibatla, Hyderabad",0.3019,1638,New,1 open sides
2674,Dial To PropertyAGENT0,Hyderabad,Ibrahimpatnam,"Residential PlotIbrahimpatnam, Hyderabad",0.2425,1323,New,1 open sides
2675,H K homesAGENT0,Hyderabad,Kompally,1 BHK Apartment ,0.3,640,Ready to move,1 Bathrooms
2676,Ajay infraAGENT0,Hyderabad,Kondapur,2 BHK Apartment ,1.35,1297,Ready to move,2 Bathrooms
2677,Chakravarthy realtorsAGENT0,Hyderabad,Pulimamidi,"Residential PlotPulimamidi, Hyderabad",0.79,9009,New,2 open sides
2678,Chakravarthy realtorsAGENT0,Hyderabad,Pulimamidi,"Residential PlotPulimamidi, Hyderabad",0.78,9018,New,2 open sides
2679,Chakravarthy realtorsAGENT0,Hyderabad,Mokila,"Residential PlotMokila, Hyderabad",0.79,1800,New,2 open sides
2680,Chakravarthy realtorsAGENT0,Hyderabad,Mokila,"Residential PlotMokila, Hyderabad",0.79,1800,New,2 open sides
2681,Chakravarthy realtorsAGENT0,Hyderabad,Pulimamidi,"Residential PlotPulimamidi, Hyderabad",0.77,9018,New,2 open sides
2682,Chakravarthy realtorsAGENT0,Hyderabad,Pulimamidi,"Residential PlotPulimamidi, Hyderabad",0.77,9018,New,2 open sides
2683,Om Sri Sai Ram RentalsAGENT0,Hyderabad,Tarnaka,"2 BHK ApartmentTarnaka, Hyderabad",0.38,800,Ready to move,2 Bathrooms
2684,Om Sri Sai Ram RentalsAGENT0,Hyderabad,Nacharam,"2 BHK ApartmentNacharam, Hyderabad",0.65,1120,Ready to move,7 years old
2685,Remax New Vision RealtyAGENT0,Hyderabad,Tellapur,"4 BHK VillaTellapur, Hyderabad",4.8,3223,Ready to move,4 Bathrooms
2686,Ajay infraAGENT0,Hyderabad,Manikonda,"3 BHK ApartmentManikonda, Hyderabad",0.75,1600,Ready to move,3 Bathrooms
2687,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.192,1503,New,5 - 6 years old
2688,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.2645,2070,New,5 - 6 years old
2689,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.1966,1539,New,5 - 6 years old
2690,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.1886,1476,New,5 - 6 years old
2691,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.1978,1548,New,5 - 6 years old
2692,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.20579999999999998,1611,New,5 - 6 years old
2693,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.2162,1692,New,5 - 6 years old
2694,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.22190000000000001,1737,New,5 - 6 years old
2695,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.2288,1791,New,5 - 6 years old
2696,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.3185,2493,New,5 - 6 years old
2697,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.2415,1890,New,5 - 6 years old
2698,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.2553,1998,New,5 - 6 years old
2699,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.198,1620,New,3 - 4 years old
2700,KumarAGENT0,Hyderabad,Ibrahimpatnam,"Residential PlotIbrahimpatnam, Hyderabad",0.26839999999999997,2196,New,
2701,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.187,1530,New,3 - 4 years old
2702,KumarAGENT0,Hyderabad,Ibrahimpatnam,"Residential PlotIbrahimpatnam, Hyderabad",0.20129999999999998,1647,New,
2703,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.2255,1845,New,3 - 4 years old
2704,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.19140000000000001,1566,New,3 - 4 years old
2705,KumarAGENT0,Hyderabad,Ibrahimpatnam,"Residential PlotIbrahimpatnam, Hyderabad",0.26649999999999996,1845,New,
2706,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.2626,1818,New,3 - 4 years old
2707,KumarAGENT0,Hyderabad,Ibrahimpatnam,"Residential PlotIbrahimpatnam, Hyderabad",0.21969999999999998,1521,New,
2708,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.312,2160,New,3 - 4 years old
2709,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.2327,1611,New,3 - 4 years old
2710,KumarAGENT0,Hyderabad,Ibrahimpatnam,"Residential PlotIbrahimpatnam, Hyderabad",0.221,1530,New,
2711,ShaliniAGENT0,Hyderabad,Kompally,"2 BHK ApartmentKompally, Hyderabad",0.5063,1235,Under Construction,2 Bathrooms
2712,ShaliniAGENT0,Hyderabad,Kompally,"2 BHK ApartmentKompally, Hyderabad",0.5063,1235,Under Construction,2 Bathrooms
2713,ShaliniAGENT0,Hyderabad,Kompally,"2 BHK ApartmentKompally, Hyderabad",0.5063,1235,Under Construction,2 Bathrooms
2714,ShaliniAGENT0,Hyderabad,Kompally,"2 BHK ApartmentKompally, Hyderabad",0.451,1100,Ready to move,2 Bathrooms
2715,ShaliniAGENT0,Hyderabad,Kompally,"2 BHK ApartmentKompally, Hyderabad",0.4879,1190,Ready to move,2 Bathrooms
2716,ShaliniAGENT0,Hyderabad,Kompally,"2 BHK ApartmentKompally, Hyderabad",0.4879,1190,Ready to move,2 Bathrooms
2717,ShaliniAGENT0,Hyderabad,Kompally,"2 BHK ApartmentKompally, Hyderabad",0.4879,1190,Ready to move,2 Bathrooms
2718,ShaliniAGENT0,Hyderabad,Kompally,"2 BHK ApartmentKompally, Hyderabad",0.4879,1190,Ready to move,2 Bathrooms
2719,Om Sri Sai Ram RentalsAGENT0,Hyderabad,Nacharam,"3 BHK ApartmentNacharam, Hyderabad",1.1,1735,Ready to move,7 years old
2720,BharathAGENT0,Hyderabad,Champapet,"2 BHK ApartmentChampapet, Hyderabad",0.5062,1298,Under Construction,2 Bathrooms
2721,BharathAGENT0,Hyderabad,Uppal Kalan,2 BHK Apartment ,0.445,1202,Under Construction,Possession by Aug 2023
2722,BharathAGENT0,Hyderabad,Karmanghat,"2 BHK ApartmentKarmanghat, Hyderabad",0.41,1133,Under Construction,2 Bathrooms
2723,BharathAGENT0,Hyderabad,Santoshnagar,"3 BHK ApartmentSantoshnagar, Hyderabad",0.5475,1404,Under Construction,3 Bathrooms
2724,BharathAGENT0,Hyderabad,Kapra,"2 BHK ApartmentKapra, Hyderabad",0.47,1193,Under Construction,2 Bathrooms
2725,BharathAGENT0,Hyderabad,Champapet,"2 BHK ApartmentChampapet, Hyderabad",0.47,1198,Under Construction,2 Bathrooms
2726,BharathAGENT0,Hyderabad,Boduppal,"2 BHK ApartmentBoduppal, Hyderabad",0.4447,1202,Under Construction,2 Bathrooms
2727,BharathAGENT0,Hyderabad,Champapet,"2 BHK ApartmentChampapet, Hyderabad",0.41840000000000005,1046,Under Construction,2 Bathrooms
2728,BharathAGENT0,Hyderabad,Karmanghat,"2 BHK ApartmentKarmanghat, Hyderabad",0.4182,1046,Under Construction,2 Bathrooms
2729,BharathAGENT0,Hyderabad,Champapet,"2 BHK ApartmentChampapet, Hyderabad",0.4078,1046,Under Construction,2 Bathrooms
2730,FuturelandAGENT0,Hyderabad,Abdullapurmet,"Residential PlotAbdullapurmet, Hyderabad",0.16,1351,New,6 - 7 years old
2731,FuturelandAGENT0,Hyderabad,Ramoji Film city,"Residential PlotRamoji Film city, Hyderabad",0.13,1080,New,1 open sides
2732,ramuAGENT0,Hyderabad,Miyapur,"3 BHK ApartmentMiyapur, Hyderabad",0.75,1495,Ready to move,2 Bathrooms
2733,Ajay infraAGENT0,Hyderabad,Manikonda,4 BHK Apartment ,3.37,2540,Ready to move,3 - 4 years old
2734,Ajay infraAGENT0,Hyderabad,Kondapur,"2 BHK ApartmentKondapur, Hyderabad",0.62,1000,Ready to move,2 Bathrooms
2735,Ajay infraAGENT0,Hyderabad,Khajaguda Nanakramguda Road,"3 BHK ApartmentKhajaguda Nanakramguda Road, Hyderabad",1.28,2200,Ready to move,5 - 6 years old
2736,Ajay infraAGENT0,Hyderabad,Khajaguda Nanakramguda Road,"2 BHK ApartmentKhajaguda Nanakramguda Road, Hyderabad",0.75,1250,Ready to move,5 - 6 years old
2737,Ajay infraAGENT0,Hyderabad,Manikonda,4 BHK Villa ,12.0,5500,Ready to move,6 - 7 years old
2738,Ajay infraAGENT0,Hyderabad,Shaikpet,"3 BHK ApartmentShaikpet, Hyderabad",1.92,1865,Ready to move,3 Bathrooms
2739,Om Sri Sai Ram RentalsAGENT0,Hyderabad,Habsiguda,"2 BHK ApartmentHabsiguda, Hyderabad",1.2,1200,Ready to move,2 Bathrooms
2740,Dial To PropertyAGENT0,Hyderabad,Bongloor,"Residential PlotBongloor, Hyderabad",0.6675,2403,New,4 open sides
2741,Dial To PropertyAGENT0,Hyderabad,Bongloor,"Residential PlotBongloor, Hyderabad",0.4939,2403,New,4 open sides
2742,Dial To PropertyAGENT0,Hyderabad,Ibrahimpatnam,"Residential PlotIbrahimpatnam, Hyderabad",0.4939,2403,New,4 open sides
2743,Dial To PropertyAGENT0,Hyderabad,Pedda Amberpet,"Residential PlotPedda Amberpet, Hyderabad",0.2433,1485,New,4 - 5 years old
2744,Dial To PropertyAGENT0,Hyderabad,Abdullapurmet,"Residential PlotAbdullapurmet, Hyderabad",0.6495000000000001,3897,New,6 - 7 years old
2745,Dial To PropertyAGENT0,Hyderabad,Ramoji Film city,"Residential PlotRamoji Film city, Hyderabad",0.4683,2907,New,
